GENDER,PROVINCE,RACE,AGE_GROUP,RECORD_DATE,DAY_OF_WEEK,MONTH_OF_YEAR,CHANNEL2,DURATION_CATEGORY,NUMBER_OF_USERS,NUMBER_OF_SESSIONS,AVG_DURATION
male,Kwazulu Natal,black,Adults,2016-01-01,Fri,Jan,Africa Magic,Short,1,1,00:01:44
male,Gauteng,black,Adults,2016-01-01,Fri,Jan,Africa Magic,Short,1,1,00:01:34
male,Free State,white,Adults,2016-01-01,Fri,Jan,Africa Magic,Short,1,1,00:00:09
male,Gauteng,black,Young Adults,2016-01-01,Fri,Jan,Africa Magic,Short,1,1,00:03:17
male,Mpumalanga,black,Young Adults,2016-01-01,Fri,Jan,Africa Magic,Short,1,1,00:01:32
male,Kwazulu Natal,indian_asian,Adults,2016-01-01,Fri,Jan,Boomerang,Short,1,1,00:09:16
female,North West,black,Young Adults,2016-01-01,Fri,Jan,Boomerang,Short,1,1,00:00:53
male,Gauteng,black,Young Adults,2016-01-01,Fri,Jan,Boomerang,Short,1,1,00:01:50
male,Western Cape,coloured,Young Adults,2016-01-01,Fri,Jan,Boomerang,Short,2,2,00:01:10
male,Eastern Cape,other,Young Adults,2016-01-01,Fri,Jan,Boomerang,Short,1,1,00:18:16
female,Gauteng,None,Young Adults,2016-01-01,Fri,Jan,Boomerang,Short,1,1,00:00:09
male,Western Cape,coloured,Adults,2016-01-01,Fri,Jan,CNN,Short,1,2,00:00:44
male,Gauteng,other,Adults,2016-01-01,Fri,Jan,CNN,Short,1,1,00:02:03
female,Gauteng,None,Adults,2016-01-01,Fri,Jan,CNN,Short,1,1,00:00:07
None,None,None,Under 18,2016-01-01,Fri,Jan,CNN,Short,1,1,00:03:16
female,Eastern Cape,None,Under 18,2016-01-01,Fri,Jan,CNN,Short,1,1,00:00:04
male,Mpumalanga,None,Young Adults,2016-01-01,Fri,Jan,CNN,Short,1,1,00:00:34
male,Western Cape,coloured,Adults,2016-01-01,Fri,Jan,Cartoon Network,Short,1,1,00:00:14
male,Mpumalanga,black,Adults,2016-01-01,Fri,Jan,Cartoon Network,Short,1,1,00:00:00
female,Gauteng,None,Adults,2016-01-01,Fri,Jan,Cartoon Network,Short,1,1,00:00:07
male,Mpumalanga,black,Under 18,2016-01-01,Fri,Jan,Cartoon Network,Short,1,1,00:00:53
male,Mpumalanga,white,Young Adults,2016-01-01,Fri,Jan,Cartoon Network,Short,1,2,00:00:42
female,Gauteng,black,Young Adults,2016-01-01,Fri,Jan,Cartoon Network,Short,1,1,00:28:28
male,Gauteng,white,Young Adults,2016-01-01,Fri,Jan,Cartoon Network,Short,1,1,00:19:24
male,Gauteng,black,Young Adults,2016-01-01,Fri,Jan,Cartoon Network,Short,1,1,00:03:33
male,Kwazulu Natal,white,Adults,2016-01-01,Fri,Jan,Channel O,Short,1,1,00:00:21
male,Mpumalanga,black,Adults,2016-01-01,Fri,Jan,Channel O,Short,1,1,00:03:27
male,Kwazulu Natal,black,Adults,2016-01-01,Fri,Jan,Channel O,Short,1,1,00:02:24
female,Western Cape,coloured,Adults,2016-01-01,Fri,Jan,Channel O,Short,1,1,00:06:51
female,Free State,black,Adults,2016-01-01,Fri,Jan,Channel O,Short,1,1,00:00:39
None,None,None,Under 18,2016-01-01,Fri,Jan,Channel O,Short,1,1,00:00:33
male,Mpumalanga,None,Young Adults,2016-01-01,Fri,Jan,Channel O,Short,1,2,00:05:27
male,Mpumalanga,black,Young Adults,2016-01-01,Fri,Jan,Channel O,Short,1,1,00:00:27
male,Gauteng,black,Young Adults,2016-01-01,Fri,Jan,Channel O,Short,2,2,00:00:45
male,Kwazulu Natal,black,Young Adults,2016-01-01,Fri,Jan,Channel O,Short,2,2,00:26:24
male,Limpopo,black,Young Adults,2016-01-01,Fri,Jan,Channel O,Short,1,1,00:01:57
male,Western Cape,coloured,Young Adults,2016-01-01,Fri,Jan,Channel O,Short,1,1,00:06:45
male,Mpumalanga,white,Young Adults,2016-01-01,Fri,Jan,DStv Events 1,Short,1,1,00:01:55
male,Mpumalanga,None,Adults,2016-01-01,Fri,Jan,E! Entertainment,Short,1,1,00:00:04
male,Gauteng,black,Adults,2016-01-01,Fri,Jan,E! Entertainment,Short,1,1,00:25:22
male,Gauteng,white,Young Adults,2016-01-01,Fri,Jan,E! Entertainment,Short,1,1,00:27:08
male,Western Cape,None,Young Adults,2016-01-01,Fri,Jan,E! Entertainment,Short,1,1,00:01:36
female,Gauteng,None,Young Adults,2016-01-01,Fri,Jan,E! Entertainment,Short,1,1,00:00:26
male,Eastern Cape,other,Young Adults,2016-01-01,Fri,Jan,E! Entertainment,Short,1,1,00:12:38
male,Western Cape,coloured,Adults,2016-01-01,Fri,Jan,M-Net,Short,1,1,00:00:09
male,Free State,None,Young Adults,2016-01-01,Fri,Jan,M-Net,Short,1,1,00:03:42
male,Gauteng,black,Adults,2016-01-01,Fri,Jan,SawSee,Short,1,1,00:04:54
male,Western Cape,indian_asian,Adults,2016-01-01,Fri,Jan,SawSee,Short,1,1,00:00:58
male,Gauteng,black,Young Adults,2016-01-01,Fri,Jan,SawSee,Short,1,1,00:01:19
male,Western Cape,white,Adults,2016-01-01,Fri,Jan,Trace TV,Short,1,1,00:01:09
male,Western Cape,coloured,Adults,2016-01-01,Fri,Jan,Trace TV,Short,1,2,00:01:54
male,Gauteng,black,Adults,2016-01-01,Fri,Jan,Trace TV,Short,1,1,00:00:30
male,Gauteng,black,Seniors,2016-01-01,Fri,Jan,Trace TV,Short,1,1,00:00:42
male,Gauteng,black,Young Adults,2016-01-01,Fri,Jan,Trace TV,Short,1,1,00:01:57
female,North West,black,Young Adults,2016-01-01,Fri,Jan,Trace TV,Short,1,1,00:02:45
male,Western Cape,coloured,Young Adults,2016-01-01,Fri,Jan,Trace TV,Short,1,1,00:00:57
male,Kwazulu Natal,indian_asian,Young Adults,2016-01-01,Fri,Jan,Trace TV,Short,1,1,00:00:15
female,Northern Cape,coloured,Young Adults,2016-01-01,Fri,Jan,Trace TV,Short,1,1,00:14:27
male,Limpopo,other,Young Adults,2016-01-01,Fri,Jan,Trace TV,Short,1,1,00:02:39
male,Gauteng,white,Young Adults,2016-01-01,Fri,Jan,kykNET,Short,1,1,00:07:15
male,Kwazulu Natal,black,Adults,2016-01-02,Sat,Jan,Africa Magic,Short,1,1,00:00:49
male,Mpumalanga,black,Adults,2016-01-02,Sat,Jan,Africa Magic,Short,1,1,00:00:54
male,Eastern Cape,black,Adults,2016-01-02,Sat,Jan,Africa Magic,Short,1,1,00:00:24
male,Mpumalanga,None,Young Adults,2016-01-02,Sat,Jan,Africa Magic,Short,1,1,00:00:14
female,Kwazulu Natal,black,Young Adults,2016-01-02,Sat,Jan,Africa Magic,Short,1,1,00:02:06
male,Kwazulu Natal,black,Young Adults,2016-01-02,Sat,Jan,Africa Magic,Short,1,1,00:00:22
male,Western Cape,coloured,Young Adults,2016-01-02,Sat,Jan,Boomerang,Medium,1,1,03:32:21
male,Gauteng,white,Adults,2016-01-02,Sat,Jan,Boomerang,Short,1,1,00:06:45
male,Western Cape,coloured,Adults,2016-01-02,Sat,Jan,Boomerang,Short,2,2,00:12:36
female,Eastern Cape,indian_asian,Under 18,2016-01-02,Sat,Jan,Boomerang,Short,1,1,00:05:59
female,Gauteng,white,Young Adults,2016-01-02,Sat,Jan,Boomerang,Short,1,1,00:01:39
male,Western Cape,coloured,Young Adults,2016-01-02,Sat,Jan,Boomerang,Short,1,1,00:03:28
male,Mpumalanga,white,Young Adults,2016-01-02,Sat,Jan,Boomerang,Short,1,1,00:00:13
male,Kwazulu Natal,white,Young Adults,2016-01-02,Sat,Jan,Boomerang,Short,1,1,00:01:02
male,Northern Cape,black,Young Adults,2016-01-02,Sat,Jan,Boomerang,Short,1,1,00:02:43
male,Eastern Cape,black,Adults,2016-01-02,Sat,Jan,CNN,Short,1,1,00:01:23
male,Gauteng,None,Adults,2016-01-02,Sat,Jan,CNN,Short,1,1,00:00:59
male,Gauteng,black,Young Adults,2016-01-02,Sat,Jan,CNN,Short,1,1,00:02:51
male,Western Cape,coloured,Adults,2016-01-02,Sat,Jan,Cartoon Network,Short,2,2,00:00:56
male,Western Cape,white,Under 18,2016-01-02,Sat,Jan,Cartoon Network,Short,1,1,00:00:05
female,Kwazulu Natal,indian_asian,Under 18,2016-01-02,Sat,Jan,Cartoon Network,Short,1,1,00:01:47
male,Limpopo,white,Young Adults,2016-01-02,Sat,Jan,Cartoon Network,Short,1,1,00:00:03
male,Eastern Cape,indian_asian,Young Adults,2016-01-02,Sat,Jan,Cartoon Network,Short,1,1,00:00:25
female,Eastern Cape,black,Young Adults,2016-01-02,Sat,Jan,Cartoon Network,Short,1,1,00:01:04
male,Gauteng,black,Young Adults,2016-01-02,Sat,Jan,Cartoon Network,Short,1,1,00:10:30
male,Kwazulu Natal,None,Young Adults,2016-01-02,Sat,Jan,Cartoon Network,Short,2,2,00:05:36
male,Mpumalanga,white,Young Adults,2016-01-02,Sat,Jan,Cartoon Network,Short,1,1,00:05:11
male,Free State,black,Young Adults,2016-01-02,Sat,Jan,Cartoon Network,Short,1,1,00:05:10
male,Limpopo,black,Young Adults,2016-01-02,Sat,Jan,Cartoon Network,Short,1,1,00:00:00
male,Gauteng,coloured,Young Adults,2016-01-02,Sat,Jan,Cartoon Network,Short,1,1,00:46:53
male,Western Cape,None,Adults,2016-01-02,Sat,Jan,Channel O,Short,1,1,00:00:30
female,Gauteng,black,Adults,2016-01-02,Sat,Jan,Channel O,Short,1,1,00:13:24
male,Mpumalanga,black,Under 18,2016-01-02,Sat,Jan,Channel O,Short,1,1,00:02:42
male,North West,black,Young Adults,2016-01-02,Sat,Jan,Channel O,Short,1,1,00:01:27
male,Mpumalanga,None,Young Adults,2016-01-02,Sat,Jan,Channel O,Short,1,1,00:04:03
male,Kwazulu Natal,black,Adults,2016-01-02,Sat,Jan,DStv Events 1,Short,1,1,00:01:35
male,Gauteng,black,Adults,2016-01-02,Sat,Jan,DStv Events 1,Short,1,1,00:02:20
None,None,None,Under 18,2016-01-02,Sat,Jan,DStv Events 1,Short,1,1,00:00:00
male,Western Cape,coloured,Under 18,2016-01-02,Sat,Jan,DStv Events 1,Short,1,1,00:01:00
male,Mpumalanga,black,Young Adults,2016-01-02,Sat,Jan,DStv Events 1,Short,1,1,00:02:25
female,North West,white,Young Adults,2016-01-02,Sat,Jan,DStv Events 1,Short,1,1,00:15:55
male,Eastern Cape,black,Young Adults,2016-01-02,Sat,Jan,DStv Events 1,Short,1,1,00:00:00
male,Gauteng,None,Young Adults,2016-01-02,Sat,Jan,DStv Events 1,Short,1,1,00:01:55
male,Gauteng,None,Adults,2016-01-02,Sat,Jan,E! Entertainment,Short,1,1,00:00:00
male,Gauteng,black,Adults,2016-01-02,Sat,Jan,E! Entertainment,Short,1,1,00:00:46
male,Western Cape,None,Adults,2016-01-02,Sat,Jan,E! Entertainment,Short,1,1,00:06:18
male,Gauteng,white,Young Adults,2016-01-02,Sat,Jan,E! Entertainment,Short,2,2,00:13:01
male,Limpopo,black,Young Adults,2016-01-02,Sat,Jan,E! Entertainment,Short,2,2,00:10:11
female,North West,white,Young Adults,2016-01-02,Sat,Jan,E! Entertainment,Short,1,1,00:13:02
male,Eastern Cape,indian_asian,Young Adults,2016-01-02,Sat,Jan,E! Entertainment,Short,1,1,00:01:08
female,Western Cape,black,Young Adults,2016-01-02,Sat,Jan,E! Entertainment,Short,1,1,00:00:36
female,Eastern Cape,None,Under 18,2016-01-02,Sat,Jan,Trace TV,Medium,1,1,01:28:33
male,Gauteng,white,Adults,2016-01-02,Sat,Jan,Trace TV,Short,1,1,00:08:42
female,Northern Cape,black,Seniors,2016-01-02,Sat,Jan,Trace TV,Short,1,1,00:01:06
male,Gauteng,white,Under 18,2016-01-02,Sat,Jan,Trace TV,Short,1,1,00:00:00
male,Mpumalanga,black,Under 18,2016-01-02,Sat,Jan,Trace TV,Short,1,1,00:02:30
male,Eastern Cape,white,Young Adults,2016-01-02,Sat,Jan,Trace TV,Short,1,1,00:13:18
male,Gauteng,black,Young Adults,2016-01-02,Sat,Jan,Trace TV,Short,3,3,00:14:14
female,Gauteng,black,Young Adults,2016-01-02,Sat,Jan,Trace TV,Short,1,1,00:09:18
male,Mpumalanga,white,Young Adults,2016-01-02,Sat,Jan,Trace TV,Short,1,1,00:00:00
male,Eastern Cape,indian_asian,Young Adults,2016-01-02,Sat,Jan,Trace TV,Short,1,1,00:01:12
male,Western Cape,white,Young Adults,2016-01-02,Sat,Jan,Trace TV,Short,1,1,00:00:00
male,Free State,black,Young Adults,2016-01-02,Sat,Jan,Trace TV,Short,1,1,00:08:30
male,Kwazulu Natal,None,Young Adults,2016-01-02,Sat,Jan,Trace TV,Short,1,1,00:06:03
male,Limpopo,black,Adults,2016-01-02,Sat,Jan,Vuzu,Short,1,1,00:00:02
male,North West,white,Adults,2016-01-02,Sat,Jan,Vuzu,Short,1,1,00:00:18
male,Eastern Cape,indian_asian,Young Adults,2016-01-02,Sat,Jan,Vuzu,Short,1,1,00:00:11
male,Eastern Cape,black,Adults,2016-01-03,Sun,Jan,Africa Magic,Short,1,1,00:00:00
male,Northern Cape,black,Adults,2016-01-03,Sun,Jan,Africa Magic,Short,1,1,00:01:45
male,Mpumalanga,black,Adults,2016-01-03,Sun,Jan,Africa Magic,Short,2,2,00:00:00
male,Gauteng,black,Adults,2016-01-03,Sun,Jan,Africa Magic,Short,1,1,00:06:42
female,Northern Cape,coloured,Seniors,2016-01-03,Sun,Jan,Africa Magic,Short,1,1,00:00:07
male,Limpopo,black,Young Adults,2016-01-03,Sun,Jan,Africa Magic,Short,2,2,00:01:07
male,Mpumalanga,black,Young Adults,2016-01-03,Sun,Jan,Africa Magic,Short,1,1,00:07:06
female,Limpopo,white,Adults,2016-01-03,Sun,Jan,Boomerang,Short,1,1,00:00:04
female,Gauteng,black,Adults,2016-01-03,Sun,Jan,Boomerang,Short,2,2,00:08:19
male,Gauteng,None,Adults,2016-01-03,Sun,Jan,Boomerang,Short,1,1,00:00:21
female,Eastern Cape,None,Under 18,2016-01-03,Sun,Jan,Boomerang,Short,1,1,00:49:11
None,None,None,Under 18,2016-01-03,Sun,Jan,Boomerang,Short,1,1,00:00:49
male,Western Cape,white,Young Adults,2016-01-03,Sun,Jan,Boomerang,Short,1,1,00:03:03
male,Gauteng,black,Young Adults,2016-01-03,Sun,Jan,Boomerang,Short,1,1,00:08:18
male,Kwazulu Natal,white,Young Adults,2016-01-03,Sun,Jan,Boomerang,Short,1,1,00:04:08
male,Western Cape,coloured,Young Adults,2016-01-03,Sun,Jan,Boomerang,Short,1,1,00:08:12
male,Northern Cape,black,Young Adults,2016-01-03,Sun,Jan,Boomerang,Short,1,1,00:01:58
male,Western Cape,coloured,Adults,2016-01-03,Sun,Jan,CNN,Short,1,1,00:20:03
male,Free State,black,Young Adults,2016-01-03,Sun,Jan,CNN,Short,1,1,00:01:56
male,Mpumalanga,white,Young Adults,2016-01-03,Sun,Jan,CNN,Short,1,1,00:13:00
female,Eastern Cape,black,Young Adults,2016-01-03,Sun,Jan,CNN,Short,1,1,00:00:18
female,Gauteng,indian_asian,Adults,2016-01-03,Sun,Jan,Cartoon Network,Short,1,1,00:19:20
female,Gauteng,None,Adults,2016-01-03,Sun,Jan,Cartoon Network,Short,1,1,00:04:24
male,Gauteng,white,Adults,2016-01-03,Sun,Jan,Cartoon Network,Short,1,1,00:00:13
male,Kwazulu Natal,black,Under 18,2016-01-03,Sun,Jan,Cartoon Network,Short,1,1,00:00:47
male,Mpumalanga,black,Young Adults,2016-01-03,Sun,Jan,Cartoon Network,Short,1,2,00:00:08
male,Limpopo,black,Young Adults,2016-01-03,Sun,Jan,Cartoon Network,Short,2,2,00:01:09
female,Gauteng,black,Young Adults,2016-01-03,Sun,Jan,Cartoon Network,Short,1,1,00:00:04
male,Western Cape,coloured,Young Adults,2016-01-03,Sun,Jan,Cartoon Network,Short,1,1,00:29:38
female,Gauteng,None,Young Adults,2016-01-03,Sun,Jan,Cartoon Network,Short,1,1,00:00:04
male,North West,black,Adults,2016-01-03,Sun,Jan,Channel O,Short,1,1,00:09:09
male,Gauteng,black,Seniors,2016-01-03,Sun,Jan,Channel O,Short,1,1,00:00:00
male,Gauteng,black,Young Adults,2016-01-03,Sun,Jan,Channel O,Short,2,2,00:02:05
male,Limpopo,black,Young Adults,2016-01-03,Sun,Jan,Channel O,Short,2,2,00:08:29
male,Mpumalanga,black,Young Adults,2016-01-03,Sun,Jan,Channel O,Short,1,1,00:05:00
male,Gauteng,None,Adults,2016-01-03,Sun,Jan,DStv Events 1,Short,1,1,00:01:45
None,None,None,Under 18,2016-01-03,Sun,Jan,E! Entertainment,Short,1,1,00:20:10
male,Kwazulu Natal,None,Young Adults,2016-01-03,Sun,Jan,E! Entertainment,Short,1,1,00:07:58
male,Gauteng,black,Young Adults,2016-01-03,Sun,Jan,M-Net,Short,1,1,00:01:15
male,Limpopo,black,Young Adults,2016-01-03,Sun,Jan,M-Net,Short,1,1,00:01:33
female,Kwazulu Natal,white,Young Adults,2016-01-03,Sun,Jan,MK,Short,1,1,00:02:41
male,Gauteng,white,Adults,2016-01-03,Sun,Jan,SawSee,Short,1,1,00:01:19
male,Western Cape,coloured,Young Adults,2016-01-03,Sun,Jan,SawSee,Short,1,1,00:02:33
male,Gauteng,black,Young Adults,2016-01-03,Sun,Jan,SawSee,Short,1,1,00:02:11
male,Kwazulu Natal,None,Adults,2016-01-03,Sun,Jan,Trace TV,Short,1,1,00:04:21
male,Mpumalanga,black,Adults,2016-01-03,Sun,Jan,Trace TV,Short,1,1,00:03:27
male,Kwazulu Natal,black,Under 18,2016-01-03,Sun,Jan,Trace TV,Short,1,2,00:01:35
female,Limpopo,black,Young Adults,2016-01-03,Sun,Jan,Trace TV,Short,1,1,00:04:21
male,Gauteng,black,Young Adults,2016-01-03,Sun,Jan,Trace TV,Short,1,1,00:19:39
male,Free State,black,Young Adults,2016-01-03,Sun,Jan,Trace TV,Short,1,1,00:23:33
male,Kwazulu Natal,white,Young Adults,2016-01-03,Sun,Jan,Trace TV,Short,1,1,00:02:00
female,Gauteng,None,Young Adults,2016-01-03,Sun,Jan,Trace TV,Short,1,1,00:00:24
male,Limpopo,black,Young Adults,2016-01-03,Sun,Jan,Trace TV,Short,1,1,00:00:24
male,Western Cape,coloured,Young Adults,2016-01-03,Sun,Jan,Trace TV,Short,2,2,00:03:02
male,Gauteng,coloured,Young Adults,2016-01-03,Sun,Jan,Trace TV,Short,1,1,00:01:00
female,Gauteng,black,Young Adults,2016-01-03,Sun,Jan,Trace TV,Short,1,1,00:05:12
male,Western Cape,None,Young Adults,2016-01-03,Sun,Jan,Trace TV,Short,1,1,00:10:42
male,Gauteng,black,Adults,2016-01-03,Sun,Jan,Vuzu,Short,1,1,00:02:05
male,Mpumalanga,black,Adults,2016-01-03,Sun,Jan,Vuzu,Short,1,1,00:00:13
male,Mpumalanga,None,Adults,2016-01-04,Mon,Jan,Africa Magic,Short,1,1,00:17:54
male,Limpopo,black,Adults,2016-01-04,Mon,Jan,Africa Magic,Short,1,1,00:04:08
male,Gauteng,white,Adults,2016-01-04,Mon,Jan,Africa Magic,Short,1,1,00:00:07
female,Western Cape,indian_asian,Under 18,2016-01-04,Mon,Jan,Africa Magic,Short,1,1,00:02:47
male,Gauteng,black,Young Adults,2016-01-04,Mon,Jan,Africa Magic,Short,1,1,00:02:23
male,Kwazulu Natal,black,Young Adults,2016-01-04,Mon,Jan,Africa Magic,Short,1,1,00:00:14
male,Mpumalanga,black,Young Adults,2016-01-04,Mon,Jan,Africa Magic,Short,1,1,00:07:24
male,Limpopo,black,Young Adults,2016-01-04,Mon,Jan,Africa Magic,Short,1,1,00:00:09
male,Eastern Cape,coloured,Young Adults,2016-01-04,Mon,Jan,Boomerang,Medium,1,1,02:58:13
male,Gauteng,white,Adults,2016-01-04,Mon,Jan,Boomerang,Short,1,1,00:04:35
male,Western Cape,other,Adults,2016-01-04,Mon,Jan,Boomerang,Short,1,1,00:01:12
female,Kwazulu Natal,black,Adults,2016-01-04,Mon,Jan,Boomerang,Short,1,1,00:30:49
female,Eastern Cape,None,Under 18,2016-01-04,Mon,Jan,Boomerang,Short,1,1,00:05:36
male,Gauteng,black,Young Adults,2016-01-04,Mon,Jan,Boomerang,Short,1,1,00:00:19
male,Mpumalanga,black,Adults,2016-01-04,Mon,Jan,CNN,Short,1,1,00:00:44
None,None,None,Under 18,2016-01-04,Mon,Jan,CNN,Short,1,1,00:13:20
female,Gauteng,None,Young Adults,2016-01-04,Mon,Jan,CNN,Short,1,1,00:00:17
female,Kwazulu Natal,black,Adults,2016-01-04,Mon,Jan,Cartoon Network,Short,1,1,00:01:12
female,Northern Cape,None,Adults,2016-01-04,Mon,Jan,Cartoon Network,Short,1,1,00:00:52
male,Gauteng,white,Adults,2016-01-04,Mon,Jan,Cartoon Network,Short,1,1,00:11:46
female,Eastern Cape,None,Under 18,2016-01-04,Mon,Jan,Cartoon Network,Short,1,2,00:01:54
female,Gauteng,black,Young Adults,2016-01-04,Mon,Jan,Cartoon Network,Short,1,1,00:01:47
male,Gauteng,black,Young Adults,2016-01-04,Mon,Jan,Cartoon Network,Short,2,2,00:00:22
male,Northern Cape,black,Young Adults,2016-01-04,Mon,Jan,Cartoon Network,Short,1,1,00:00:26
male,Western Cape,coloured,Young Adults,2016-01-04,Mon,Jan,Cartoon Network,Short,1,1,00:02:42
male,Mpumalanga,white,Young Adults,2016-01-04,Mon,Jan,Cartoon Network,Short,1,1,00:03:55
male,Kwazulu Natal,black,Adults,2016-01-04,Mon,Jan,Channel O,Short,1,1,00:00:00
male,Free State,black,Adults,2016-01-04,Mon,Jan,Channel O,Short,1,1,00:40:00
female,Northern Cape,black,Adults,2016-01-04,Mon,Jan,Channel O,Short,1,1,00:00:00
female,Kwazulu Natal,black,Adults,2016-01-04,Mon,Jan,Channel O,Short,1,1,00:05:54
male,Eastern Cape,black,Adults,2016-01-04,Mon,Jan,Channel O,Short,1,1,00:10:54
male,Western Cape,coloured,Seniors,2016-01-04,Mon,Jan,Channel O,Short,1,1,00:00:18
None,None,None,Under 18,2016-01-04,Mon,Jan,Channel O,Short,1,1,00:00:09
male,Kwazulu Natal,black,Young Adults,2016-01-04,Mon,Jan,Channel O,Short,1,1,00:01:21
male,Mpumalanga,black,Young Adults,2016-01-04,Mon,Jan,Channel O,Short,1,1,00:51:54
male,Gauteng,black,Young Adults,2016-01-04,Mon,Jan,Channel O,Short,3,4,00:01:02
male,Gauteng,black,Adults,2016-01-04,Mon,Jan,DStv Events 1,Short,1,1,00:01:00
male,Kwazulu Natal,black,Young Adults,2016-01-04,Mon,Jan,DStv Events 1,Short,1,1,00:03:45
male,Kwazulu Natal,indian_asian,Young Adults,2016-01-04,Mon,Jan,DStv Events 1,Short,1,1,00:01:15
female,Northern Cape,None,Adults,2016-01-04,Mon,Jan,E! Entertainment,Short,1,1,00:00:00
male,Kwazulu Natal,black,Adults,2016-01-04,Mon,Jan,E! Entertainment,Short,1,1,00:28:38
male,Gauteng,None,Adults,2016-01-04,Mon,Jan,E! Entertainment,Short,1,1,00:00:34
None,None,None,Under 18,2016-01-04,Mon,Jan,E! Entertainment,Short,1,1,00:00:42
male,Western Cape,white,Young Adults,2016-01-04,Mon,Jan,E! Entertainment,Short,1,1,00:01:22
male,Northern Cape,coloured,Adults,2016-01-04,Mon,Jan,M-Net,Short,1,2,00:02:56
male,Mpumalanga,black,Young Adults,2016-01-04,Mon,Jan,SawSee,Short,1,1,00:00:06
male,Gauteng,black,Young Adults,2016-01-04,Mon,Jan,SawSee,Short,2,2,00:06:34
male,North West,black,Adults,2016-01-04,Mon,Jan,Trace TV,Short,1,1,00:05:42
male,Gauteng,black,Adults,2016-01-04,Mon,Jan,Trace TV,Short,1,1,00:07:21
male,Gauteng,indian_asian,Young Adults,2016-01-04,Mon,Jan,Trace TV,Short,1,1,00:06:09
female,Western Cape,black,Young Adults,2016-01-04,Mon,Jan,Trace TV,Short,1,1,00:18:15
male,Western Cape,coloured,Young Adults,2016-01-04,Mon,Jan,Trace TV,Short,1,1,00:02:00
male,Kwazulu Natal,None,Young Adults,2016-01-04,Mon,Jan,Trace TV,Short,1,1,00:03:51
female,Gauteng,black,Young Adults,2016-01-04,Mon,Jan,Trace TV,Short,1,1,00:00:09
None,None,None,Under 18,2016-01-04,Mon,Jan,kykNET,Short,1,1,00:01:33
male,Gauteng,black,Adults,2016-01-05,Tue,Jan,Africa Magic,Short,1,1,00:02:50
female,Kwazulu Natal,black,Adults,2016-01-05,Tue,Jan,Africa Magic,Short,1,1,00:00:00
male,Kwazulu Natal,black,Adults,2016-01-05,Tue,Jan,Africa Magic,Short,1,1,00:00:17
male,Limpopo,black,Under 18,2016-01-05,Tue,Jan,Africa Magic,Short,1,1,00:12:14
male,Kwazulu Natal,black,Young Adults,2016-01-05,Tue,Jan,Africa Magic,Short,1,1,00:01:05
male,Gauteng,black,Young Adults,2016-01-05,Tue,Jan,Africa Magic,Short,1,1,00:01:47
female,Free State,black,Young Adults,2016-01-05,Tue,Jan,Africa Magic,Short,1,1,00:00:17
female,Kwazulu Natal,black,Young Adults,2016-01-05,Tue,Jan,Boomerang,Short,1,1,00:16:16
male,Mpumalanga,black,Young Adults,2016-01-05,Tue,Jan,Boomerang,Short,1,1,00:00:06
male,Eastern Cape,coloured,Young Adults,2016-01-05,Tue,Jan,Boomerang,Short,1,1,00:00:37
male,Gauteng,black,Young Adults,2016-01-05,Tue,Jan,Boomerang,Short,1,1,00:43:35
male,Western Cape,black,Adults,2016-01-05,Tue,Jan,CNN,Short,1,1,00:06:03
male,Gauteng,black,Adults,2016-01-05,Tue,Jan,CNN,Short,2,2,00:07:16
male,Gauteng,white,Seniors,2016-01-05,Tue,Jan,CNN,Short,1,1,00:02:57
male,Kwazulu Natal,black,Young Adults,2016-01-05,Tue,Jan,CNN,Short,1,1,00:01:23
male,Gauteng,black,Young Adults,2016-01-05,Tue,Jan,CNN,Short,1,1,00:00:07
male,Western Cape,coloured,Adults,2016-01-05,Tue,Jan,Cartoon Network,Short,1,1,00:00:17
male,Free State,coloured,Adults,2016-01-05,Tue,Jan,Cartoon Network,Short,1,1,00:00:34
male,Gauteng,black,Adults,2016-01-05,Tue,Jan,Cartoon Network,Short,2,3,00:02:13
male,Eastern Cape,white,Adults,2016-01-05,Tue,Jan,Cartoon Network,Short,1,1,00:06:53
male,Mpumalanga,None,Adults,2016-01-05,Tue,Jan,Cartoon Network,Short,1,1,00:00:00
male,Mpumalanga,black,Young Adults,2016-01-05,Tue,Jan,Cartoon Network,Short,1,1,00:12:07
male,North West,black,Young Adults,2016-01-05,Tue,Jan,Cartoon Network,Short,1,1,00:02:19
female,Gauteng,None,Young Adults,2016-01-05,Tue,Jan,Cartoon Network,Short,1,1,00:00:05
female,Gauteng,black,Adults,2016-01-05,Tue,Jan,Channel O,Medium,1,1,01:03:12
male,Kwazulu Natal,None,Adults,2016-01-05,Tue,Jan,Channel O,Short,1,1,00:11:33
male,Gauteng,black,Adults,2016-01-05,Tue,Jan,Channel O,Short,2,2,00:04:39
male,Eastern Cape,black,Adults,2016-01-05,Tue,Jan,Channel O,Short,1,1,00:03:36
male,Mpumalanga,black,Under 18,2016-01-05,Tue,Jan,Channel O,Short,1,1,00:09:00
male,Mpumalanga,None,Young Adults,2016-01-05,Tue,Jan,Channel O,Short,1,1,00:01:45
male,Limpopo,black,Young Adults,2016-01-05,Tue,Jan,Channel O,Short,1,1,00:08:51
male,Limpopo,black,Adults,2016-01-05,Tue,Jan,DStv Events 1,Short,1,1,00:00:00
