GENDER,PROVINCE,RACE,AGE_GROUP,RECORD_DATE,DAY_OF_WEEK,MONTH_OF_YEAR,CHANNEL2,DURATION_CATEGORY,NUMBER_OF_USERS,NUMBER_OF_SESSIONS,AVG_DURATION
male,Western Cape,coloured,Young Adults,2016-01-20,Wed,Jan,Cartoon Network,Short,1,1,00:00:22
male,Gauteng,black,Young Adults,2016-01-20,Wed,Jan,Cartoon Network,Short,2,2,00:01:01
female,Limpopo,black,Young Adults,2016-01-20,Wed,Jan,Cartoon Network,Short,1,1,00:12:04
male,Gauteng,None,Young Adults,2016-01-20,Wed,Jan,Cartoon Network,Short,1,1,00:01:04
male,Gauteng,black,Adults,2016-01-20,Wed,Jan,Channel O,Short,1,1,00:15:42
male,Eastern Cape,black,Adults,2016-01-20,Wed,Jan,Channel O,Short,1,1,00:28:57
None,None,None,Under 18,2016-01-20,Wed,Jan,Channel O,Short,1,1,00:00:12
male,Mpumalanga,None,Young Adults,2016-01-20,Wed,Jan,Channel O,Short,1,1,00:01:36
female,Gauteng,black,Young Adults,2016-01-20,Wed,Jan,Channel O,Short,1,1,00:10:51
male,Free State,black,Young Adults,2016-01-20,Wed,Jan,Channel O,Short,1,2,00:01:51
male,Limpopo,black,Young Adults,2016-01-20,Wed,Jan,Channel O,Short,1,1,00:14:09
male,Gauteng,coloured,Young Adults,2016-01-20,Wed,Jan,Channel O,Short,1,1,00:01:21
male,Mpumalanga,coloured,Young Adults,2016-01-20,Wed,Jan,Channel O,Short,1,1,00:14:06
male,Gauteng,black,Young Adults,2016-01-20,Wed,Jan,Channel O,Short,1,1,00:06:21
male,Mpumalanga,black,Young Adults,2016-01-20,Wed,Jan,Channel O,Short,1,2,00:04:08
None,None,None,Under 18,2016-01-20,Wed,Jan,DStv Events 1,Short,1,1,00:00:45
female,Gauteng,coloured,Young Adults,2016-01-20,Wed,Jan,DStv Events 1,Short,1,1,00:01:05
male,North West,indian_asian,Young Adults,2016-01-20,Wed,Jan,DStv Events 1,Short,1,1,00:00:15
male,Gauteng,black,Adults,2016-01-20,Wed,Jan,E! Entertainment,Short,2,2,00:03:14
male,Gauteng,indian_asian,Adults,2016-01-20,Wed,Jan,E! Entertainment,Short,1,1,00:01:36
female,Kwazulu Natal,black,Adults,2016-01-20,Wed,Jan,E! Entertainment,Short,1,1,00:13:18
male,Gauteng,black,Young Adults,2016-01-20,Wed,Jan,E! Entertainment,Short,1,1,00:00:44
male,Kwazulu Natal,black,Young Adults,2016-01-20,Wed,Jan,E! Entertainment,Short,1,1,00:01:28
male,Mpumalanga,white,Adults,2016-01-20,Wed,Jan,M-Net,Short,1,1,00:05:13
male,Gauteng,white,Under 18,2016-01-20,Wed,Jan,M-Net,Short,1,1,00:03:52
male,Limpopo,black,Under 18,2016-01-20,Wed,Jan,M-Net,Short,1,1,00:03:23
male,Kwazulu Natal,white,Adults,2016-01-20,Wed,Jan,MK,Short,1,1,00:00:33
None,None,None,Under 18,2016-01-20,Wed,Jan,MK,Short,1,1,00:06:01
male,Western Cape,other,Young Adults,2016-01-20,Wed,Jan,SawSee,Short,1,1,00:04:00
male,Limpopo,black,Adults,2016-01-20,Wed,Jan,SuperSport Blitz,Short,1,1,00:06:58
male,Gauteng,None,Adults,2016-01-20,Wed,Jan,SuperSport Blitz,Short,1,1,00:03:04
male,Gauteng,white,Adults,2016-01-20,Wed,Jan,SuperSport Blitz,Short,1,1,00:03:46
male,Gauteng,black,Adults,2016-01-20,Wed,Jan,SuperSport Blitz,Short,1,1,00:05:24
None,None,None,Under 18,2016-01-20,Wed,Jan,SuperSport Blitz,Short,1,1,00:00:42
male,Mpumalanga,black,Young Adults,2016-01-20,Wed,Jan,SuperSport Blitz,Short,1,1,00:07:24
male,Free State,black,Young Adults,2016-01-20,Wed,Jan,SuperSport Blitz,Short,1,1,00:05:08
male,Western Cape,white,Young Adults,2016-01-20,Wed,Jan,Supersport Live Events,Medium,1,1,01:29:32
male,Gauteng,indian_asian,Adults,2016-01-20,Wed,Jan,Supersport Live Events,Short,1,2,00:01:22
male,Limpopo,black,Adults,2016-01-20,Wed,Jan,Supersport Live Events,Short,1,1,00:09:04
male,Western Cape,coloured,Adults,2016-01-20,Wed,Jan,Supersport Live Events,Short,1,1,00:05:56
None,None,None,Under 18,2016-01-20,Wed,Jan,Supersport Live Events,Short,1,1,00:01:48
male,Gauteng,coloured,Young Adults,2016-01-20,Wed,Jan,Supersport Live Events,Short,1,1,00:06:36
male,Kwazulu Natal,indian_asian,Adults,2016-01-20,Wed,Jan,Trace TV,Short,1,1,00:01:54
male,Kwazulu Natal,white,Adults,2016-01-20,Wed,Jan,Trace TV,Short,1,1,00:00:15
male,Western Cape,coloured,Young Adults,2016-01-20,Wed,Jan,Trace TV,Short,1,1,00:04:03
male,Eastern Cape,black,Young Adults,2016-01-20,Wed,Jan,Vuzu,Short,1,1,00:01:59
male,Western Cape,coloured,Young Adults,2016-01-20,Wed,Jan,kykNET,Short,1,1,00:06:30
male,Western Cape,black,Adults,2016-01-21,Thu,Jan,Africa Magic,Short,1,1,00:01:49
male,Kwazulu Natal,black,Adults,2016-01-21,Thu,Jan,Africa Magic,Short,2,2,00:00:08
male,Eastern Cape,black,Adults,2016-01-21,Thu,Jan,Africa Magic,Short,1,1,00:07:59
male,Gauteng,black,Adults,2016-01-21,Thu,Jan,Africa Magic,Short,1,1,00:01:54
male,Gauteng,black,Young Adults,2016-01-21,Thu,Jan,Africa Magic,Short,1,1,00:00:05
male,Northern Cape,black,Young Adults,2016-01-21,Thu,Jan,Africa Magic,Short,1,1,00:00:07
female,Kwazulu Natal,black,Young Adults,2016-01-21,Thu,Jan,Africa Magic,Short,1,1,00:00:02
male,Gauteng,white,Adults,2016-01-21,Thu,Jan,Boomerang,Short,1,1,00:04:50
male,Free State,white,Adults,2016-01-21,Thu,Jan,Boomerang,Short,1,2,00:20:18
female,Western Cape,coloured,Adults,2016-01-21,Thu,Jan,Boomerang,Short,1,1,00:36:36
male,Western Cape,black,Adults,2016-01-21,Thu,Jan,Boomerang,Short,1,1,00:07:33
male,Western Cape,black,Adults,2016-01-21,Thu,Jan,CNN,Short,1,1,00:05:11
male,Limpopo,black,Adults,2016-01-21,Thu,Jan,CNN,Short,1,1,00:05:51
male,Kwazulu Natal,white,Adults,2016-01-21,Thu,Jan,CNN,Short,1,1,00:07:29
male,Kwazulu Natal,black,Adults,2016-01-21,Thu,Jan,CNN,Short,1,1,00:01:53
male,Gauteng,coloured,Young Adults,2016-01-21,Thu,Jan,CNN,Short,1,1,00:00:27
None,None,None,Under 18,2016-01-21,Thu,Jan,Cartoon Network,Short,1,1,00:05:01
male,Eastern Cape,coloured,Young Adults,2016-01-21,Thu,Jan,Cartoon Network,Short,1,1,00:00:46
male,Limpopo,black,Young Adults,2016-01-21,Thu,Jan,Cartoon Network,Short,1,1,00:00:17
male,Gauteng,black,Young Adults,2016-01-21,Thu,Jan,Cartoon Network,Short,1,1,00:01:05
female,Gauteng,coloured,Young Adults,2016-01-21,Thu,Jan,Cartoon Network,Short,1,1,00:04:11
male,Mpumalanga,black,Young Adults,2016-01-21,Thu,Jan,Cartoon Network,Short,1,1,00:02:15
male,Gauteng,black,Young Adults,2016-01-21,Thu,Jan,Channel O,Medium,1,1,01:59:48
male,Mpumalanga,black,Adults,2016-01-21,Thu,Jan,Channel O,Short,1,1,00:14:33
male,Gauteng,black,Adults,2016-01-21,Thu,Jan,Channel O,Short,2,2,00:07:21
male,Limpopo,black,Adults,2016-01-21,Thu,Jan,Channel O,Short,1,1,00:01:27
male,Limpopo,black,Young Adults,2016-01-21,Thu,Jan,Channel O,Short,2,2,00:01:38
male,Western Cape,white,Young Adults,2016-01-21,Thu,Jan,DStv Events 1,Short,1,1,00:01:30
male,Gauteng,black,Young Adults,2016-01-21,Thu,Jan,DStv Events 1,Short,1,1,00:12:10
male,Western Cape,black,Adults,2016-01-21,Thu,Jan,E! Entertainment,Short,1,1,00:00:30
male,Western Cape,coloured,Young Adults,2016-01-21,Thu,Jan,E! Entertainment,Short,1,1,00:01:42
male,Mpumalanga,black,Young Adults,2016-01-21,Thu,Jan,SawSee,Short,1,1,00:00:17
male,Mpumalanga,black,Adults,2016-01-21,Thu,Jan,SuperSport Blitz,Short,1,1,00:08:10
male,Mpumalanga,white,Adults,2016-01-21,Thu,Jan,SuperSport Blitz,Short,1,1,00:00:28
male,Eastern Cape,black,Seniors,2016-01-21,Thu,Jan,SuperSport Blitz,Short,1,1,00:47:00
male,Western Cape,coloured,Young Adults,2016-01-21,Thu,Jan,SuperSport Blitz,Short,1,1,00:00:36
male,Kwazulu Natal,black,Young Adults,2016-01-21,Thu,Jan,SuperSport Blitz,Short,1,1,00:00:34
male,Gauteng,black,Adults,2016-01-21,Thu,Jan,Supersport Live Events,Medium,1,1,02:07:58
male,Western Cape,coloured,Adults,2016-01-21,Thu,Jan,Supersport Live Events,Medium,1,1,03:12:10
male,Mpumalanga,white,Young Adults,2016-01-21,Thu,Jan,Supersport Live Events,Medium,1,1,01:31:14
male,Gauteng,None,Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,1,1,00:52:46
male,Gauteng,white,Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,1,1,00:07:56
male,Gauteng,black,Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,3,3,00:09:41
male,Limpopo,indian_asian,Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,1,2,00:05:53
male,Western Cape,coloured,Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,1,1,00:09:44
male,Kwazulu Natal,white,Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,2,2,00:06:42
male,Eastern Cape,coloured,Seniors,2016-01-21,Thu,Jan,Supersport Live Events,Short,1,1,00:23:16
male,Mpumalanga,white,Young Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,1,2,00:51:06
male,Limpopo,indian_asian,Young Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,1,1,00:10:32
male,Kwazulu Natal,None,Young Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,1,1,00:00:28
male,Kwazulu Natal,indian_asian,Young Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,1,1,00:15:24
male,Western Cape,coloured,Young Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,2,2,00:08:05
male,Western Cape,white,Young Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,1,1,00:04:10
male,Mpumalanga,black,Young Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,1,1,00:09:08
male,Gauteng,coloured,Young Adults,2016-01-21,Thu,Jan,Supersport Live Events,Short,1,1,00:09:52
male,Gauteng,black,Adults,2016-01-21,Thu,Jan,Trace TV,Short,1,1,00:01:24
male,Gauteng,black,Young Adults,2016-01-21,Thu,Jan,Trace TV,Short,3,3,00:03:01
male,Kwazulu Natal,None,Young Adults,2016-01-21,Thu,Jan,Trace TV,Short,1,1,00:03:06
male,North West,black,Young Adults,2016-01-21,Thu,Jan,Trace TV,Short,1,1,00:52:48
male,Western Cape,coloured,Young Adults,2016-01-21,Thu,Jan,Trace TV,Short,2,2,00:24:17
female,Gauteng,black,Young Adults,2016-01-21,Thu,Jan,Trace TV,Short,1,1,00:09:00
None,None,None,Under 18,2016-01-21,Thu,Jan,kykNET,Short,1,1,00:00:00
male,Gauteng,black,Young Adults,2016-01-21,Thu,Jan,kykNET,Short,1,1,00:08:27
male,Mpumalanga,black,Adults,2016-01-22,Fri,Jan,Africa Magic,Short,1,1,00:03:04
female,Eastern Cape,black,Adults,2016-01-22,Fri,Jan,Africa Magic,Short,1,1,00:03:07
male,Gauteng,black,Adults,2016-01-22,Fri,Jan,Africa Magic,Short,1,1,00:21:45
male,Gauteng,coloured,Adults,2016-01-22,Fri,Jan,Africa Magic,Short,1,1,00:00:14
male,Limpopo,black,Seniors,2016-01-22,Fri,Jan,Africa Magic,Short,1,1,00:01:26
None,None,None,Under 18,2016-01-22,Fri,Jan,Africa Magic,Short,1,1,00:00:17
male,Gauteng,black,Under 18,2016-01-22,Fri,Jan,Africa Magic,Short,1,1,00:00:11
female,Gauteng,black,Young Adults,2016-01-22,Fri,Jan,Africa Magic,Short,1,1,00:11:00
male,Western Cape,coloured,Young Adults,2016-01-22,Fri,Jan,Africa Magic,Short,1,1,00:02:14
male,Gauteng,black,Young Adults,2016-01-22,Fri,Jan,Africa Magic,Short,1,1,00:00:33
male,North West,black,Young Adults,2016-01-22,Fri,Jan,Africa Magic,Short,1,1,00:00:35
male,Gauteng,white,Young Adults,2016-01-22,Fri,Jan,Africa Magic,Short,1,1,00:00:07
male,Mpumalanga,black,Adults,2016-01-22,Fri,Jan,Boomerang,Short,1,1,00:00:33
male,Western Cape,white,Young Adults,2016-01-22,Fri,Jan,Boomerang,Short,1,1,00:06:45
male,Free State,None,Young Adults,2016-01-22,Fri,Jan,Boomerang,Short,1,2,00:02:53
male,Eastern Cape,coloured,Young Adults,2016-01-22,Fri,Jan,Boomerang,Short,1,1,00:00:07
male,Western Cape,coloured,Young Adults,2016-01-22,Fri,Jan,Boomerang,Short,2,2,00:02:29
male,Kwazulu Natal,white,Adults,2016-01-22,Fri,Jan,CNN,Medium,1,1,01:18:06
male,Kwazulu Natal,black,Young Adults,2016-01-22,Fri,Jan,CNN,Short,1,1,00:00:22
male,Gauteng,indian_asian,Young Adults,2016-01-22,Fri,Jan,CNN,Short,1,1,00:00:28
male,Gauteng,coloured,Adults,2016-01-22,Fri,Jan,Cartoon Network,Short,1,1,00:00:18
male,Western Cape,coloured,Adults,2016-01-22,Fri,Jan,Cartoon Network,Short,1,1,00:18:50
male,Gauteng,black,Adults,2016-01-22,Fri,Jan,Cartoon Network,Short,1,1,00:00:20
male,Eastern Cape,white,Adults,2016-01-22,Fri,Jan,Cartoon Network,Short,1,1,00:01:00
male,Eastern Cape,coloured,Adults,2016-01-22,Fri,Jan,Cartoon Network,Short,1,1,00:02:21
male,Mpumalanga,black,Adults,2016-01-22,Fri,Jan,Cartoon Network,Short,1,1,00:11:43
male,Western Cape,other,Adults,2016-01-22,Fri,Jan,Cartoon Network,Short,1,1,00:00:22
None,None,None,Under 18,2016-01-22,Fri,Jan,Cartoon Network,Short,1,1,00:01:15
male,Gauteng,white,Young Adults,2016-01-22,Fri,Jan,Cartoon Network,Short,1,1,00:00:00
male,Gauteng,black,Adults,2016-01-22,Fri,Jan,Channel O,Short,2,2,00:01:08
female,Free State,black,Young Adults,2016-01-22,Fri,Jan,Channel O,Short,1,1,00:10:03
male,Mpumalanga,black,Young Adults,2016-01-22,Fri,Jan,Channel O,Short,2,2,00:09:02
male,Eastern Cape,coloured,Young Adults,2016-01-22,Fri,Jan,Channel O,Short,1,1,00:02:12
male,Gauteng,black,Young Adults,2016-01-22,Fri,Jan,Channel O,Short,2,2,00:05:23
male,Gauteng,white,Young Adults,2016-01-22,Fri,Jan,Channel O,Short,2,2,00:00:39
male,Western Cape,white,Adults,2016-01-22,Fri,Jan,E! Entertainment,Short,1,1,00:00:00
male,Gauteng,black,Under 18,2016-01-22,Fri,Jan,E! Entertainment,Short,1,1,00:00:38
male,Gauteng,indian_asian,Young Adults,2016-01-22,Fri,Jan,E! Entertainment,Short,1,1,00:06:58
male,Western Cape,coloured,Seniors,2016-01-22,Fri,Jan,M-Net,Short,1,1,00:00:00
male,Western Cape,coloured,Adults,2016-01-22,Fri,Jan,MK,Short,1,1,00:00:23
male,Kwazulu Natal,black,Adults,2016-01-22,Fri,Jan,SawSee,Short,1,1,00:09:21
male,Limpopo,black,Young Adults,2016-01-22,Fri,Jan,SawSee,Short,1,1,00:00:00
female,Mpumalanga,black,Adults,2016-01-22,Fri,Jan,SuperSport Blitz,Short,1,1,00:00:36
male,Gauteng,indian_asian,Adults,2016-01-22,Fri,Jan,SuperSport Blitz,Short,1,1,00:02:18
male,Western Cape,coloured,Seniors,2016-01-22,Fri,Jan,SuperSport Blitz,Short,1,1,00:19:26
male,Western Cape,white,Young Adults,2016-01-22,Fri,Jan,SuperSport Blitz,Short,1,1,00:05:28
female,Western Cape,coloured,Young Adults,2016-01-22,Fri,Jan,SuperSport Blitz,Short,1,1,00:00:20
male,Gauteng,black,Adults,2016-01-22,Fri,Jan,Supersport Live Events,Medium,1,1,01:10:46
male,Western Cape,None,Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:00:22
male,Gauteng,black,Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,2,2,00:00:41
male,Limpopo,white,Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:00:00
male,Western Cape,coloured,Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:14:54
male,Kwazulu Natal,black,Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:01:16
male,Eastern Cape,black,Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:00:00
male,Northern Cape,coloured,Seniors,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:01:00
male,Gauteng,black,Under 18,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:01:20
male,Mpumalanga,coloured,Young Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:00:38
male,Northern Cape,black,Young Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:11:50
male,Gauteng,None,Young Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:00:28
male,Kwazulu Natal,black,Young Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:14:44
male,Gauteng,black,Young Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,3,3,00:08:55
male,Western Cape,coloured,Young Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:05:44
male,Eastern Cape,black,Young Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,2,00:00:00
male,Kwazulu Natal,indian_asian,Young Adults,2016-01-22,Fri,Jan,Supersport Live Events,Short,1,1,00:00:00
male,Gauteng,black,Young Adults,2016-01-22,Fri,Jan,Trace TV,Medium,1,1,01:19:06
male,Eastern Cape,black,Young Adults,2016-01-22,Fri,Jan,Trace TV,Medium,1,1,01:13:51
female,Free State,black,Adults,2016-01-22,Fri,Jan,Trace TV,Short,1,1,00:29:48
male,Kwazulu Natal,indian_asian,Adults,2016-01-22,Fri,Jan,Trace TV,Short,1,1,00:35:27
male,Gauteng,black,Adults,2016-01-22,Fri,Jan,Trace TV,Short,1,1,00:00:24
female,Western Cape,black,Young Adults,2016-01-22,Fri,Jan,Trace TV,Short,1,1,00:00:00
female,Western Cape,coloured,Young Adults,2016-01-22,Fri,Jan,Trace TV,Short,1,2,00:02:35
male,Gauteng,black,Young Adults,2016-01-22,Fri,Jan,Trace TV,Short,2,2,00:00:23
male,Eastern Cape,black,Young Adults,2016-01-22,Fri,Jan,Vuzu,Short,1,1,00:01:05
male,Gauteng,black,Adults,2016-01-22,Fri,Jan,kykNET,Short,1,1,00:01:03
male,Free State,None,Young Adults,2016-01-22,Fri,Jan,kykNET,Short,1,1,00:06:36
female,Gauteng,black,Adults,2016-01-23,Sat,Jan,Africa Magic,Short,1,1,00:01:15
male,Gauteng,black,Adults,2016-01-23,Sat,Jan,Africa Magic,Short,1,1,00:06:09
male,Mpumalanga,black,Adults,2016-01-23,Sat,Jan,Africa Magic,Short,1,1,00:28:11
female,Kwazulu Natal,black,Adults,2016-01-23,Sat,Jan,Africa Magic,Short,1,1,00:00:06
male,Gauteng,coloured,Young Adults,2016-01-23,Sat,Jan,Africa Magic,Short,1,1,00:00:20
female,Gauteng,None,Young Adults,2016-01-23,Sat,Jan,Africa Magic,Short,1,1,00:01:14
male,Gauteng,None,Young Adults,2016-01-23,Sat,Jan,Africa Magic,Short,1,1,00:00:04
female,Gauteng,black,Young Adults,2016-01-23,Sat,Jan,Africa Magic,Short,1,1,00:07:55
male,Gauteng,black,Young Adults,2016-01-23,Sat,Jan,Africa Magic,Short,2,2,00:04:33
male,Mpumalanga,black,Young Adults,2016-01-23,Sat,Jan,Africa Magic,Short,1,1,00:00:05
female,Mpumalanga,black,Adults,2016-01-23,Sat,Jan,Boomerang,Short,1,1,00:00:20
male,Mpumalanga,black,Adults,2016-01-23,Sat,Jan,Boomerang,Short,1,1,00:49:27
male,Western Cape,coloured,Seniors,2016-01-23,Sat,Jan,Boomerang,Short,1,1,00:01:30
female,Kwazulu Natal,indian_asian,Young Adults,2016-01-23,Sat,Jan,Boomerang,Short,1,1,00:00:04
male,Gauteng,black,Young Adults,2016-01-23,Sat,Jan,Boomerang,Short,2,2,00:09:00
male,Western Cape,other,Young Adults,2016-01-23,Sat,Jan,Boomerang,Short,1,1,00:23:55
male,Mpumalanga,white,Young Adults,2016-01-23,Sat,Jan,Boomerang,Short,1,1,00:04:53
male,Western Cape,black,Adults,2016-01-23,Sat,Jan,CNN,Short,1,1,00:17:58
male,Eastern Cape,black,Adults,2016-01-23,Sat,Jan,CNN,Short,1,1,00:00:03
male,Western Cape,coloured,Young Adults,2016-01-23,Sat,Jan,CNN,Short,1,1,00:02:58
male,Gauteng,None,Young Adults,2016-01-23,Sat,Jan,CNN,Short,1,1,00:00:22
male,Western Cape,white,Young Adults,2016-01-23,Sat,Jan,Cartoon Network,Medium,1,1,01:05:37
male,Eastern Cape,white,Adults,2016-01-23,Sat,Jan,Cartoon Network,Short,1,1,00:01:36
male,Gauteng,black,Adults,2016-01-23,Sat,Jan,Cartoon Network,Short,1,1,00:33:47
male,Gauteng,black,Young Adults,2016-01-23,Sat,Jan,Cartoon Network,Short,1,2,00:16:20
male,Mpumalanga,black,Young Adults,2016-01-23,Sat,Jan,Cartoon Network,Short,2,2,00:05:40
male,Kwazulu Natal,black,Young Adults,2016-01-23,Sat,Jan,Cartoon Network,Short,1,1,00:00:49
female,Western Cape,coloured,Young Adults,2016-01-23,Sat,Jan,Cartoon Network,Short,1,1,00:02:49
male,Limpopo,white,Young Adults,2016-01-23,Sat,Jan,Cartoon Network,Short,1,1,00:00:13
male,Gauteng,black,Seniors,2016-01-23,Sat,Jan,Channel O,Short,1,1,00:09:51
male,Western Cape,coloured,Young Adults,2016-01-23,Sat,Jan,Channel O,Short,1,1,00:03:03
male,Gauteng,None,Young Adults,2016-01-23,Sat,Jan,Channel O,Short,1,1,00:01:42
female,Mpumalanga,black,Young Adults,2016-01-23,Sat,Jan,Channel O,Short,1,1,00:05:42
male,Gauteng,black,Young Adults,2016-01-23,Sat,Jan,Channel O,Short,2,3,00:07:46
male,Kwazulu Natal,black,Young Adults,2016-01-23,Sat,Jan,Channel O,Short,1,1,00:12:12
male,North West,None,Young Adults,2016-01-23,Sat,Jan,Channel O,Short,1,2,00:08:14
male,Mpumalanga,black,Young Adults,2016-01-23,Sat,Jan,Channel O,Short,3,3,00:09:14
male,Western Cape,other,Young Adults,2016-01-23,Sat,Jan,Channel O,Short,1,1,00:02:06
male,Eastern Cape,white,Adults,2016-01-23,Sat,Jan,E! Entertainment,Short,1,1,00:05:18
male,Gauteng,black,Under 18,2016-01-23,Sat,Jan,E! Entertainment,Short,1,1,00:01:48
male,Gauteng,white,Young Adults,2016-01-23,Sat,Jan,E! Entertainment,Short,2,2,00:01:40
male,Western Cape,coloured,Adults,2016-01-23,Sat,Jan,M-Net,Short,1,1,00:06:43
male,Eastern Cape,coloured,Young Adults,2016-01-23,Sat,Jan,M-Net,Short,1,1,00:00:43
male,Western Cape,other,Young Adults,2016-01-23,Sat,Jan,SawSee,Short,1,1,00:02:31
male,Eastern Cape,None,Adults,2016-01-23,Sat,Jan,SuperSport Blitz,Short,1,1,00:33:38
male,North West,black,Adults,2016-01-23,Sat,Jan,SuperSport Blitz,Short,1,1,00:12:56
male,Western Cape,coloured,Adults,2016-01-23,Sat,Jan,SuperSport Blitz,Short,1,1,00:00:46
male,Gauteng,coloured,Young Adults,2016-01-23,Sat,Jan,SuperSport Blitz,Short,1,2,00:07:25
male,Kwazulu Natal,indian_asian,Young Adults,2016-01-23,Sat,Jan,SuperSport Blitz,Short,1,1,00:00:24
male,Gauteng,black,Young Adults,2016-01-23,Sat,Jan,SuperSport Blitz,Short,1,1,00:20:32
male,Eastern Cape,white,Adults,2016-01-23,Sat,Jan,Supersport Live Events,Medium,1,1,01:00:32
male,Western Cape,coloured,Young Adults,2016-01-23,Sat,Jan,Supersport Live Events,Medium,1,1,01:15:00
male,Western Cape,coloured,Adults,2016-01-23,Sat,Jan,Supersport Live Events,Short,2,2,00:12:45
male,North West,white,Adults,2016-01-23,Sat,Jan,Supersport Live Events,Short,1,1,00:03:48
male,Gauteng,None,Adults,2016-01-23,Sat,Jan,Supersport Live Events,Short,1,1,00:59:40
male,Gauteng,black,Adults,2016-01-23,Sat,Jan,Supersport Live Events,Short,2,2,00:00:00
male,Western Cape,coloured,Seniors,2016-01-23,Sat,Jan,Supersport Live Events,Short,1,1,00:06:18
male,Western Cape,other,Young Adults,2016-01-23,Sat,Jan,Supersport Live Events,Short,1,1,00:00:44
male,Eastern Cape,indian_asian,Young Adults,2016-01-23,Sat,Jan,Supersport Live Events,Short,1,1,00:39:16
male,Gauteng,black,Young Adults,2016-01-23,Sat,Jan,Supersport Live Events,Short,1,1,00:00:54
male,Western Cape,coloured,Young Adults,2016-01-23,Sat,Jan,Supersport Live Events,Short,1,1,00:00:18
male,Mpumalanga,black,Young Adults,2016-01-23,Sat,Jan,Supersport Live Events,Short,1,2,00:01:01
male,Western Cape,None,Young Adults,2016-01-23,Sat,Jan,Supersport Live Events,Short,1,1,00:52:32
male,Gauteng,white,Young Adults,2016-01-23,Sat,Jan,Supersport Live Events,Short,2,2,00:00:46
male,Free State,black,Young Adults,2016-01-23,Sat,Jan,Supersport Live Events,Short,1,1,00:00:00
female,Gauteng,black,Adults,2016-01-23,Sat,Jan,Trace TV,Short,1,1,00:00:18
female,Eastern Cape,black,Adults,2016-01-23,Sat,Jan,Trace TV,Short,1,1,00:17:15
male,Eastern Cape,black,Adults,2016-01-23,Sat,Jan,Trace TV,Short,1,1,00:00:00
male,Eastern Cape,coloured,Young Adults,2016-01-23,Sat,Jan,Trace TV,Short,1,1,00:00:12
male,North West,black,Young Adults,2016-01-23,Sat,Jan,Trace TV,Short,1,1,00:00:09
male,Northern Cape,black,Young Adults,2016-01-23,Sat,Jan,Trace TV,Short,1,1,00:05:03
male,Western Cape,coloured,Young Adults,2016-01-23,Sat,Jan,Trace TV,Short,2,2,00:03:56
male,Limpopo,black,Young Adults,2016-01-23,Sat,Jan,Trace TV,Short,1,1,00:33:51
male,Free State,black,Young Adults,2016-01-23,Sat,Jan,Trace TV,Short,1,1,00:02:45
None,None,None,Under 18,2016-01-23,Sat,Jan,Vuzu,Short,1,1,00:00:47
male,Gauteng,None,Young Adults,2016-01-23,Sat,Jan,Vuzu,Short,1,1,00:01:38
female,North West,black,Adults,2016-01-24,Sun,Jan,Africa Magic,Short,1,1,00:22:34
male,North West,black,Adults,2016-01-24,Sun,Jan,Africa Magic,Short,2,2,00:00:05
male,Gauteng,black,Adults,2016-01-24,Sun,Jan,Africa Magic,Short,1,1,00:02:42
male,Mpumalanga,black,Adults,2016-01-24,Sun,Jan,Africa Magic,Short,1,2,00:03:10
male,Gauteng,white,Young Adults,2016-01-24,Sun,Jan,Africa Magic,Short,1,1,00:03:35
male,Gauteng,black,Young Adults,2016-01-24,Sun,Jan,Africa Magic,Short,1,1,00:32:30
male,North West,None,Young Adults,2016-01-24,Sun,Jan,Africa Magic,Short,1,1,00:00:08
male,Mpumalanga,black,Young Adults,2016-01-24,Sun,Jan,Africa Magic,Short,1,1,00:00:19
